,four,one,three,two
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190191-Reviews-Hemingway_Bar-Paris_Ile_de_France.html,Bar Hemingway,Bars et clubs,184
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6276158-Reviews-Le_Boucan-Paris_Ile_de_France.html,Le Boucan,Bars et clubs,108
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245073-Reviews-La_Nouvelle_Eve-Paris_Ile_de_France.html,La Nouvelle √àve,"Cabarets, Diners spectacles",289
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d210377-Reviews-Le_Caveau_de_la_Huchette-Paris_Ile_de_France.html,Le Caveau de la Huchette,Clubs et bars de jazz,387
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3454158-Reviews-Bar_Les_Pirates-Paris_Ile_de_France.html,Bar Les Pirates,Bars et clubs,77
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5016924-Reviews-Bar_8_at_Mandarin_Oriental_Paris-Paris_Ile_de_France.html,"Bar 8 at Mandarin Oriental, Paris",Bars et clubs,281
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8003892-Reviews-Experimental_Cocktail_Club-Paris_Ile_de_France.html,Experimental Cocktail Club,Bars et clubs,329
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d188706-Reviews-Harry_s_New_York_Bar-Paris_Ile_de_France.html,Harry's New York Bar,"Bars et clubs, Sites historiques",367
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245098-Reviews-Le_Point_Virgule-Paris_Ile_de_France.html,Le Point Virgule,Spectacles humoristiques,91
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4312699-Reviews-38_Riv-Paris_Ile_de_France.html,38 Riv,"Clubs et bars de jazz, Bars et clubs",96
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10082971-Reviews-Arbane-Paris_Ile_de_France.html,L'Arbane,Bars et clubs,41
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244994-Reviews-Duc_des_Lombards-Paris_Ile_de_France.html,Duc des Lombards,Bars et clubs,241
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190905-Reviews-Angelina_Paris_Rivoli-Paris_Ile_de_France.html,Angelina,Caf√©s,1194
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3844916-Reviews-Ice_Kube_Bar-Paris_Ile_de_France.html,Ice Kube Bar,Bars et clubs,214
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3227571-Reviews-Cafe_Laurent-Paris_Ile_de_France.html,Cafe Laurent,Bars et clubs,76
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11687285-Reviews-Le_Mondain-Paris_Ile_de_France.html,Le Mondain,"Bars et clubs, Bars √† vins",35
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8830210-Reviews-Free_Tour_Gratis-Paris_Ile_de_France.html,Free Tour Gratis,Visites p√©destres,35
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190205-Reviews-Au_Lapin_Agile-Paris_Ile_de_France.html,Au Lapin Agile,"Bars et clubs, Spectacles",234
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2025937-Reviews-Hard_Rock_Cafe_Paris-Paris_Ile_de_France.html,Hard Rock Cafe Paris,Bars et clubs,547
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2425619-Reviews-Double_Fond-Paris_Ile_de_France.html,Double Fond,Caf√©s,92
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6002563-Reviews-Le_Bar_Four_Seasons_Hotel_George_V-Paris_Ile_de_France.html,Le Bar - Four Seasons Hotel George V,Bars et clubs,140
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8730631-Reviews-Lulu_White-Paris_Ile_de_France.html,Lulu White,Clubs et bars de jazz,53
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7360981-Reviews-Inside_Bar-Paris_Ile_de_France.html,Inside Bar,Bars et clubs,45
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4131230-Reviews-Cercle_de_l_Union_Interalliee-Paris_Ile_de_France.html,Cercle de l'Union Interalliee,Bars et clubs,52
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d607354-Reviews-Academie_de_la_Biere-Paris_Ile_de_France.html,Academie de la Biere,Bars et clubs,77
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3894856-Reviews-Le_Bar_Park_Hyatt_Paris_Vendome-Paris_Ile_de_France.html,Le Bar Park Hyatt Paris-Vendome,Bars et clubs,76
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10240156-Reviews-Resistance-Paris_Ile_de_France.html,Resistance,Bars et clubs,50
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8393240-Reviews-Bar_la_Planete_Mars-Paris_Ile_de_France.html,Bar la Planete Mars,Bars et clubs,48
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2038293-Reviews-Wide_Open_Space_Bar_WOS_Bar-Paris_Ile_de_France.html,Wide Open Space Bar (WOS Bar),Bars et clubs,61
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5064025-Reviews-Les_Trois_8-Paris_Ile_de_France.html,Les Trois 8,Bars et clubs,41
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7081050-Reviews-Bar_La_Vue-Paris_Ile_de_France.html,Bar La Vue,Bars et clubs,268
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190196-Reviews-Aux_Trois_Mailletz-Paris_Ile_de_France.html,Aux Trois Mailletz,"Pianos-bars, Clubs et bars de jazz",362
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10676953-Reviews-Danico-Paris_Ile_de_France.html,Danico,Bars et clubs,29
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3587547-Reviews-Mojito_Lab-Paris_Ile_de_France.html,Mojito Lab,Bars et clubs,143
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245089-Reviews-Le_Grenier_Diner_SpectacleLe_Grenier-Paris_Ile_de_France.html,Le Grenier D√Æner Spectacle,Spectacles humoristiques,126
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9602258-Reviews-UC_61-Paris_Ile_de_France.html,UC-61,Bars et clubs,42
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2098291-Reviews-The_Bombardier-Paris_Ile_de_France.html,The Bombardier,Bars et clubs,78
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7001875-Reviews-Bar_Etna-Paris_Ile_de_France.html,Bar Etna,Bars et clubs,47
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3258754-Reviews-WINE_by_ONE_Montaigne-Paris_Ile_de_France.html,WINE by ONE Montaigne,,162
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244918-Reviews-Cafe_Universel-Paris_Ile_de_France.html,Caf√© Universel,Bars et clubs,41
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190187-Reviews-Cafe_de_Flore-Paris_Ile_de_France.html,Caf√© de Flore,Bars et clubs,1106
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7077105-Reviews-Aperock_Cafe-Paris_Ile_de_France.html,Aperock Caf√©,Bars et clubs,47
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8472254-Reviews-Ground_Countrol-Paris_Ile_de_France.html,Ground Countrol,Bars et clubs,60
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12954999-Reviews-11eme_Domaine-Paris_Ile_de_France.html,11√®me Domaine,Bars √† vins,87
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190190-Reviews-Buddha_Bar-Paris_Ile_de_France.html,Buddha Bar,Bars et clubs,613
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d210378-Reviews-Sunset_Sunside-Paris_Ile_de_France.html,Le Sunset,Clubs et bars de jazz,138
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4153679-Reviews-La_Machine_du_Moulin_Rouge-Paris_Ile_de_France.html,La Machine du Moulin Rouge,Bars et clubs,75
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12118473-Reviews-Intripid-Paris_Ile_de_France.html,Intripid,Visites de la ville,39
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d208129-Reviews-Le_Fumoir-Paris_Ile_de_France.html,Le Fumoir,"Bars et clubs, Bars √† cigares",90
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3387540-Reviews-Le_Zero_de_Conduite-Paris_Ile_de_France.html,Le Z√©ro de Conduite,Bars et clubs,72
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6475462-Reviews-Bar_228-Paris_Ile_de_France.html,Bar 228,Bars et clubs,84
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12137602-Reviews-Little_Bastards-Paris_Ile_de_France.html,Little Bastards,Bars et clubs,46
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7162147-Reviews-Chez_Camille-Paris_Ile_de_France.html,Chez Camille,Bars et clubs,44
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d210380-Reviews-New_Morning-Paris_Ile_de_France.html,New Morning,"Bars et clubs, Clubs et bars de jazz",58
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9805475-Reviews-Bar_Beer-Paris_Ile_de_France.html,Bar & Beer,Bars et clubs,24
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5999685-Reviews-Laduree_le_Bar-Paris_Ile_de_France.html,Laduree le Bar,Bars et clubs,59
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12505639-Reviews-Vik_Karaoke_Bar-Paris_Ile_de_France.html,Vik Karaoke Bar,Karaok√©s,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8377138-Reviews-Buckingham_Bar-Paris_Ile_de_France.html,Buckingham Bar,Bars et clubs,23
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8532927-Reviews-Gatsby-Paris_Ile_de_France.html,Gatsby,Bars et clubs,23
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10186045-Reviews-Little_Big_Bear-Paris_Ile_de_France.html,Little Big Bear,Bars et clubs,20
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7265388-Reviews-PanPan-Paris_Ile_de_France.html,PanPan,Bars et clubs,35
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4267224-Reviews-SoGymnase_Comedy_Club-Paris_Ile_de_France.html,SoGymnase Comedy Club,Bars et clubs,29
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12907121-Reviews-Again_Productions-Paris_Ile_de_France.html,Again! Productions,"Spectacles humoristiques, Spectacles",15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6748520-Reviews-Lot_of_Wine-Paris_Ile_de_France.html,Lot of Wine,Bars et clubs,39
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6631384-Reviews-Gossima_Ping_Pong_Bar-Paris_Ile_de_France.html,Gossima Ping Pong Bar,Bars et clubs,60
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6728341-Reviews-Poule_Up-Paris_Ile_de_France.html,Poule Up,Bars et clubs,30
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d1108915-Reviews-Le_Cab-Paris_Ile_de_France.html,Le Cab,Bars et clubs,45
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6697888-Reviews-Pili_Pili-Paris_Ile_de_France.html,Pili Pili,Bars et clubs,23
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7785674-Reviews-Why_Not_Pub_Restaurant-Paris_Ile_de_France.html,Why Not Pub Restaurant,Bars et clubs,41
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7363111-Reviews-La_Mezcaleria-Paris_Ile_de_France.html,La Mezcaleria,Bars et clubs,61
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245071-Reviews-La_Maroquinerie-Paris_Ile_de_France.html,La Maroquinerie,Bars et clubs,33
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11729005-Reviews-L_Ours-Paris_Ile_de_France.html,L'Ours,Bars et clubs,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8563866-Reviews-Lone_Palm-Paris_Ile_de_France.html,Lone Palm,Bars et clubs,18
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4927124-Reviews-Bear_s_Den-Paris_Ile_de_France.html,Bear's Den,Bars et clubs,34
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4939675-Reviews-Jefrey_s_Cocktail_Bar-Paris_Ile_de_France.html,Jefreys Cocktail Bar,Bars et clubs,36
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9568589-Reviews-Palais_des_Glaces-Paris_Ile_de_France.html,Palais des Glaces,"Spectacles humoristiques, Th√©√¢tres",23
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10721389-Reviews-Louve-Paris_Ile_de_France.html,Louve,Bars √† vins,21
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d190194-Reviews-Le_Reservoir-Paris_Ile_de_France.html,Le R√©servoir,Bars et clubs,108
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4005201-Reviews-Le_N_Importe_Quoi-Paris_Ile_de_France.html,Le N'Importe Quoi,Bars et clubs,95
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d1626725-Reviews-Cabaret_Sauvage-Paris_Ile_de_France.html,Cabaret Sauvage,"Bars et clubs, Spectacles",24
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12131061-Reviews-Monsieur_Antoine-Paris_Ile_de_France.html,Monsieur Antoine,Bars et clubs,16
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d11717863-Reviews-Chez_Jouff-Paris_Ile_de_France.html,Chez Jouff',Bars √† vins,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6672335-Reviews-Le_Tiki_Lounge-Paris_Ile_de_France.html,Le Tiki Lounge,Bars et clubs,20
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3617356-Reviews-Le_Bar_du_Saint_James_Paris-Paris_Ile_de_France.html,Le Bar du Saint James Paris,Bars et clubs,35
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4997636-Reviews-The_Great_British_American_Comedy_Night-Paris_Ile_de_France.html,The Great British American Comedy Night,"Spectacles, Spectacles humoristiques",31
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d1730910-Reviews-Le_Bar_du_Plaza_Athenee-Paris_Ile_de_France.html,Le Bar du Plaza Athenee,Bars et clubs,159
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8097957-Reviews-Le_Troquet_des_Glaces-Paris_Ile_de_France.html,Le Troquet des Glaces,"Bars et clubs, Caf√©s",15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4063016-Reviews-Barber_Shop_Wine_Bar-Paris_Ile_de_France.html,Barber Shop Wine Bar,Bars et clubs,22
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245092-Reviews-Le_Limonaire-Paris_Ile_de_France.html,Le Limonaire,Bars et clubs,30
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245116-Reviews-Supersonic-Paris_Ile_de_France.html,Supersonic,"Bars et clubs, Discoth√®ques",31
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245107-Reviews-Jazz_Club_Etoile-Paris_Ile_de_France.html,Jazz Club Etoile,Clubs et bars de jazz,50
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8662054-Reviews-Badaboum-Paris_Ile_de_France.html,Badaboum,"Discoth√®ques, Bars et clubs",101
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9883356-Reviews-The_Coq_and_Bulldog-Paris_Ile_de_France.html,The Coq and Bulldog,Bars et clubs,15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7035613-Reviews-Alchimie-Paris_Ile_de_France.html,Alchimie,Bars et clubs,15
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8367345-Reviews-Minato_Bar-Paris_Ile_de_France.html,Minato Bar,"Karaok√©s, Bars √† vins",22
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8288553-Reviews-Le_49_3-Paris_Ile_de_France.html,Le 49.3,Bars et clubs,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6851187-Reviews-Chez_Pierrot-Paris_Ile_de_France.html,Chez Pierrot,Bars et clubs,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2480751-Reviews-Zelda-Paris_Ile_de_France.html,Zelda,Bars et clubs,20
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6921183-Reviews-Au_Fut_Et_A_Mesure-Paris_Ile_de_France.html,Au Fut et √† Mesure,Bars et clubs,86
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12246989-Reviews-L_HyperBol-Paris_Ile_de_France.html,L'HyperBol,Bars et clubs,10
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2620406-Reviews-Art_Tabac-Paris_Ile_de_France.html,Art Tabac,Bars √† cigares,25
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8493112-Reviews-Cotton_Club-Paris_Ile_de_France.html,Cotton Club,Bars et clubs,19
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d210375-Reviews-Polly_Magoo-Paris_Ile_de_France.html,Polly Magoo,Bars et clubs,29
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6897558-Reviews-Ma_Cave_Fleury-Paris_Ile_de_France.html,Ma Cave Fleury,Bars et clubs,20
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8837819-Reviews-Le_Ballroom-Paris_Ile_de_France.html,Le Ballroom,Bars et clubs,44
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7174864-Reviews-Brewberry_Bar-Paris_Ile_de_France.html,Brewberry Bar,Bars et clubs,34
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d189795-Reviews-China_Club-Paris_Ile_de_France.html,China Club,Bars et clubs,57
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10693487-Reviews-L_Oasis_244-Paris_Ile_de_France.html,L'Oasis 244,Bars et clubs,11
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245124-Reviews-Pop_In-Paris_Ile_de_France.html,Pop In,"Discoth√®ques, Bars et clubs",30
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7360648-Reviews-Divvino_Charonne-Paris_Ile_de_France.html,Divvino Charonne,Bars √† vins,24
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d10491545-Reviews-O_Jason-Paris_Ile_de_France.html,O'Jason,Bars et clubs,32
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6949071-Reviews-The_Long_Hop-Paris_Ile_de_France.html,The Long Hop,Bars et clubs,37
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d189792-Reviews-Le_Balajo-Paris_Ile_de_France.html,Le Balajo,"Discoth√®ques, Bars et clubs",70
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12961758-Reviews-Eden_Park_Pub-Paris_Ile_de_France.html,Eden Park Pub,Bars et clubs,36
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d2477042-Reviews-Red_House-Paris_Ile_de_France.html,Red House,Bars et clubs,17
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d607356-Reviews-Mojito_Habana-Paris_Ile_de_France.html,Mojito Habana,Bars et clubs,89
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8242164-Reviews-Le_Vingt_Heures_Vin-Paris_Ile_de_France.html,Le Vingt Heures Vin,Bars √† vins,10
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d13965745-Reviews-Concerto_Karaoke_Box-Paris_Ile_de_France.html,Concerto Karaoke Box,Karaok√©s,8
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d5532690-Reviews-Bar_le_leche_vin-Paris_Ile_de_France.html,bar le leche vin,Bars et clubs,18
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7004543-Reviews-Shannon_Pub-Paris_Ile_de_France.html,Shannon Pub,Bars et clubs,49
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245128-Reviews-Peniche_El_Alamein-Paris_Ile_de_France.html,P√©niche El Alamein,Bars et clubs,22
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7377006-Reviews-Lush_Bar-Paris_Ile_de_France.html,Lush Bar,Bars et clubs,14
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d284424-Reviews-Au_Dernier_Metro-Paris_Ile_de_France.html,Au Dernier M√©tro,Bars et clubs,30
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7295976-Reviews-Barberousse_Paris-Paris_Ile_de_France.html,Barberousse Paris,Bars et clubs,32
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d244970-Reviews-La_Chapelle_des_Lombards-Paris_Ile_de_France.html,La Chapelle des Lombards,Discoth√®ques,20
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7161701-Reviews-Le_Prado-Paris_Ile_de_France.html,Le Prado,Bars et clubs,11
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d9695277-Reviews-48_Cocktail_Club-Paris_Ile_de_France.html,48 Cocktail Club,Bars et clubs,31
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d12206401-Reviews-Les_Justes-Paris_Ile_de_France.html,Les Justes,Bars et clubs,14
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d6696341-Reviews-Patricks_le_Ballon_Vert-Paris_Ile_de_France.html,Patricks le Ballon Vert,Bars et clubs,28
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d8810419-Reviews-FanFan_by_La_Tulipe-Paris_Ile_de_France.html,FanFan by La Tulipe,Bars et clubs,10
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d4826314-Reviews-ALeGRIA_bar-Paris_Ile_de_France.html,ALeGRIA bar,Bars et clubs,21
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d245112-Reviews-Mezzanine_at_Alcazar-Paris_Ile_de_France.html,Mezzanine de l'Alcazar,Bars et clubs,64
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d7119905-Reviews-Les_Ecuries-Paris_Ile_de_France.html,Les Ecuries,Bars et clubs,32
Vie nocturne ‡ Paris,https://www.tripadvisor.fr/Attraction_Review-g187147-d3378295-Reviews-Touch_in_Paris-Paris_Ile_de_France.html,Touch'in Paris,Bars et clubs,15
